AgeYrBP,SeaLevel,TwoSigErr
279375,-85.561,3.0825
279500,-85.356,3.0835
279625,-85.227,3.084
279750,-85.076,3.086
279875,-84.904,3.086
280000,-84.701,3.0895
280125,-84.381,3.089
280250,-83.855,3.088
280375,-83.108,3.0835
280500,-82.268,3.0875
280625,-81.574,3.094
280750,-81.126,3.0905
280875,-80.753,3.084
281000,-80.272,3.084
281125,-79.728,3.085
281250,-79.271,3.0865
281375,-78.979,3.087
281500,-78.84,3.0895
281625,-78.851,3.09
281750,-79.027,3.092
281875,-79.254,3.1005
282000,-79.296,3.096
282125,-78.989,3.099
282250,-78.273,3.103
282375,-77.264,3.11
282500,-76.269,3.1105
282625,-75.471,3.115
282750,-74.876,3.1225
282875,-74.511,3.126
283000,-74.258,3.1335
283125,-73.719,3.134
283250,-72.619,3.1365
283375,-71.177,3.136
283500,-69.883,3.139
283625,-69.015,3.144
283750,-68.456,3.1375
283875,-67.873,3.138
284000,-67.086,3.139
284125,-66.185,3.1445
284250,-65.299,3.145
284375,-64.477,3.155
284500,-63.735,3.1495
284625,-62.969,3.144
284750,-61.977,3.1475
284875,-60.673,3.15
285000,-59.185,3.141
285125,-57.861,3.1375
285250,-57.177,3.146
285375,-57.224,3.1425
285500,-57.406,3.136
285625,-57.039,3.125
285750,-56.303,3.1245
285875,-55.939,3.129
286000,-56.025,3.1355
286125,-55.94,3.132
286250,-55.201,3.129
286375,-53.859,3.124
286500,-52.477,3.121
286625,-51.593,3.115
286750,-51.078,3.1205
286875,-50.46,3.119
287000,-49.609,3.1215
287125,-48.789,3.1125
287250,-48.278,3.108
287375,-48.051,3.11
287500,-47.795,3.106
287625,-47.266,3.112
287750,-46.607,3.1125
287875,-46.119,3.1075
288000,-45.839,3.107
288125,-45.648,3.1055
288250,-45.467,3.1035
288375,-45.116,3.1015
288500,-44.54,3.108
288625,-44.047,3.114
288750,-43.825,3.1135
288875,-43.578,3.105
289000,-42.995,3.1125
289125,-42.273,3.124
289250,-41.8,3.123
289375,-41.493,3.1225
289500,-40.938,3.116
289625,-40.089,3.109
289750,-39.376,3.121
289875,-39.122,3.132
290000,-39.226,3.128
290125,-39.491,3.1275
290250,-39.878,3.1325
290375,-40.267,3.1455
290500,-40.276,3.1425
290625,-39.681,3.1455
290750,-38.873,3.1505
290875,-38.5,3.154
291000,-38.718,3.147
291125,-39.042,3.155
291250,-38.919,3.1765
291375,-38.266,3.1775
291500,-37.408,3.1825
291625,-36.778,3.1985
291750,-36.727,3.206
291875,-37.217,3.2055
292000,-37.834,3.2005
292125,-38.299,3.2145
292250,-38.589,3.2215
292375,-38.606,3.2145
292500,-38.364,3.23
292625,-38.195,3.231
292750,-38.302,3.2485
292875,-38.551,3.258
293000,-38.908,3.2715
293125,-39.561,3.2425
293250,-40.563,3.2395
293375,-41.954,3.233
293500,-43.985,3.2435
293625,-46.501,3.2265
293750,-48.733,3.252
293875,-50.22,3.2435
294000,-51.294,3.252
294125,-52.304,3.2425
294250,-52.968,3.233
294375,-53.039,3.2175
294500,-52.975,3.2315
294625,-53.371,3.233
294750,-54.29,3.227
294875,-55.429,3.2295
295000,-56.598,3.221
295125,-57.859,3.2115
295250,-59.027,3.1815
295375,-59.581,3.1685
295500,-59.383,3.1525
295625,-58.877,3.1545
295750,-58.676,3.1495
295875,-59.196,3.1475
296000,-60.396,3.1665
296125,-61.725,3.1565
296250,-62.525,3.1405
296375,-62.718,3.1325
296500,-62.826,3.13
296625,-63.216,3.1245
296750,-63.645,3.118
296875,-63.7,3.1135
297000,-63.433,3.1075
297125,-63.267,3.1045
297250,-63.331,3.097
297375,-63.278,3.0905
297500,-62.925,3.081
297625,-62.626,3.084
297750,-62.783,3.079
297875,-63.363,3.0795
298000,-64.034,3.0785
298125,-64.51,3.0775
298250,-64.711,3.074
298375,-64.709,3.0715
298500,-64.616,3.07
298625,-64.557,3.074
298750,-64.583,3.081
298875,-64.61,3.0835
299000,-64.549,3.08
299125,-64.448,3.0835
299250,-64.394,3.086
299375,-64.397,3.087
299500,-64.349,3.086
299625,-64.062,3.084
299750,-63.484,3.0865
299875,-62.824,3.0865
300000,-62.227,3.0815
300125,-61.484,3.085
300250,-60.488,3.086
300375,-59.681,3.0835
300500,-59.556,3.084
300625,-60.032,3.078
300750,-60.592,3.0795
300875,-60.795,3.08
301000,-60.542,3.0875
301125,-60.046,3.0865
301250,-59.592,3.083
301375,-59.27,3.0805
301500,-58.999,3.08
301625,-58.778,3.0745
301750,-58.744,3.074
301875,-58.955,3.078
302000,-59.237,3.0745
302125,-59.353,3.0815
302250,-59.239,3.0795
302375,-58.945,3.0725
302500,-58.519,3.071
302625,-58.011,3.0755
302750,-57.525,3.0815
302875,-57.2,3.0835
303000,-57.035,3.0795
303125,-56.786,3.0785
303250,-56.237,3.078
303375,-55.523,3.073
303500,-54.958,3.0755
303625,-54.581,3.0805
303750,-54.214,3.0815
303875,-53.846,3.09
304000,-53.637,3.088
304125,-53.647,3.0875
304250,-53.789,3.087
304375,-53.979,3.0815
304500,-54.131,3.084
304625,-54.076,3.0845
304750,-53.717,3.0835
304875,-53.169,3.0815
305000,-52.582,3.0825
305125,-51.991,3.086
305250,-51.421,3.086
305375,-51.009,3.0855
305500,-50.893,3.085
305625,-51.012,3.0885
305750,-51.156,3.0885
305875,-51.182,3.0875
306000,-51.103,3.085
306125,-51.021,3.0825
306250,-50.975,3.082
306375,-50.894,3.0805
306500,-50.773,3.0815
306625,-50.694,3.0855
306750,-50.659,3.0885
306875,-50.633,3.0875
307000,-50.701,3.0895
307125,-50.942,3.0905
307250,-51.215,3.088
307375,-51.318,3.0865
307500,-51.268,3.0835
307625,-51.256,3.0815
307750,-51.412,3.083
307875,-51.8,3.083
308000,-52.354,3.084
308125,-52.673,3.0805
308250,-52.367,3.083
308375,-51.712,3.0815
308500,-51.342,3.0805
308625,-51.311,3.089
308750,-51.112,3.086
308875,-50.507,3.0825
309000,-49.791,3.079
309125,-49.339,3.08
309250,-49.182,3.0865
309375,-49.109,3.084
309500,-49.073,3.0865
309625,-49.154,3.0845
309750,-49.149,3.0835
309875,-48.716,3.0815
310000,-47.883,3.084
310125,-47.083,3.082
310250,-46.667,3.0785
310375,-46.564,3.0765
310500,-46.603,3.078
310625,-46.819,3.076
310750,-47.145,3.08
310875,-47.254,3.076
311000,-46.95,3.0765
311125,-46.286,3.077
311250,-45.363,3.0785
311375,-44.352,3.0805
311500,-43.508,3.0775
311625,-42.954,3.0735
311750,-42.592,3.0775
311875,-42.259,3.075
312000,-41.828,3.0745
312125,-41.282,3.07
312250,-40.823,3.0705
312375,-40.731,3.0705
312500,-41.011,3.0685
312625,-41.308,3.071
312750,-41.312,3.066
312875,-41.017,3.064
313000,-40.573,3.0655
313125,-40.09,3.0645
313250,-39.627,3.065
313375,-39.244,3.0695
313500,-38.999,3.07
313625,-38.905,3.0695
313750,-38.914,3.071
313875,-38.932,3.0695
314000,-38.844,3.0705
314125,-38.622,3.0735
314250,-38.343,3.0775
314375,-38.102,3.0775
314500,-38.035,3.077
314625,-38.274,3.075
314750,-38.666,3.0785
314875,-38.792,3.0795
315000,-38.47,3.078
315125,-37.977,3.081
315250,-37.67,3.0855
315375,-37.614,3.0825
315500,-37.654,3.085
315625,-37.694,3.084
315750,-37.782,3.0865
315875,-37.944,3.092
316000,-38.159,3.092
316125,-38.479,3.0935
316250,-38.867,3.098
316375,-39.005,3.1065
316500,-38.638,3.1075
316625,-37.981,3.113
316750,-37.532,3.1195
316875,-37.556,3.1235
317000,-37.978,3.131
317125,-38.676,3.119
317250,-39.534,3.1175
317375,-40.303,3.117
317500,-40.75,3.1245
317625,-40.902,3.1305
317750,-40.959,3.1395
317875,-41.164,3.151
318000,-41.711,3.1595
318125,-42.388,3.17
318250,-42.749,3.1615
318375,-42.877,3.168
318500,-43.231,3.1695
318625,-43.901,3.1875
318750,-44.679,3.1955
318875,-45.442,3.1895
319000,-46.113,3.1865
319125,-46.447,3.1905
319250,-46.027,3.2015
319375,-44.98,3.191
319500,-44.381,3.2075
319625,-44.744,3.2125
319750,-44.881,3.206
319875,-43.492,3.2255
320000,-41.009,3.235
320125,-38.751,3.2345
320250,-37.202,3.2205
320375,-36.158,3.221
320500,-35.525,3.2195
320625,-35.201,3.206
320750,-34.955,3.1945
320875,-34.679,3.1895
321000,-34.405,3.1705
321125,-34.109,3.1505
321250,-33.727,3.1415
321375,-33.323,3.1205
321500,-33.056,3.1105
321625,-32.997,3.104
321750,-33.077,3.1
321875,-33.14,3.097
322000,-33.031,3.0915
322125,-32.712,3.0825
322250,-32.321,3.0815
322375,-32.055,3.088
322500,-31.99,3.0845
322625,-32.04,3.0885
322750,-32.018,3.0835
322875,-31.745,3.084
323000,-31.208,3.0965
323125,-30.575,3.088
323250,-30.015,3.087
323375,-29.474,3.0855
323500,-28.797,3.103
323625,-28.092,3.0985
323750,-27.699,3.0985
323875,-27.75,3.103
324000,-28.008,3.1065
324125,-28.029,3.117
324250,-27.437,3.1225
324375,-26.307,3.1145
324500,-25.136,3.1125
324625,-24.282,3.1145
324750,-23.745,3.1105
324875,-23.414,3.108
325000,-23.22,3.109
325125,-23.09,3.109
325250,-22.849,3.1025
325375,-22.317,3.1095
325500,-21.495,3.1035
325625,-20.506,3.112
325750,-19.449,3.107
325875,-18.319,3.101
326000,-17.042,3.0965
326125,-15.732,3.0965
326250,-14.748,3.099
326375,-14.371,3.0955
326500,-14.443,3.0935
326625,-14.388,3.0945
326750,-13.859,3.0945
326875,-13.17,3.0895
327000,-12.726,3.0855
327125,-12.599,3.081
327250,-12.681,3.077
327375,-12.771,3.0735
327500,-12.616,3.0675
327625,-12.106,3.067
327750,-11.376,3.075
327875,-10.721,3.0775
328000,-10.418,3.0765
328125,-10.537,3.0695
328250,-10.877,3.0685
328375,-11.189,3.0695
328500,-11.421,3.0715
328625,-11.621,3.0695
328750,-11.757,3.068
328875,-11.79,3.073
329000,-11.875,3.07
329125,-12.181,3.0735
329250,-12.601,3.071
329375,-12.907,3.072
329500,-12.967,3.0755
329625,-12.804,3.0715
329750,-12.61,3.081
329875,-12.595,3.078
330000,-12.784,3.0795
330125,-12.929,3.0845
330250,-12.749,3.0825
330375,-12.406,3.0885
330500,-12.363,3.081
330625,-12.686,3.0855
330750,-13.037,3.077
330875,-13.141,3.085
331000,-13.048,3.0825
331125,-13.065,3.0815
331250,-13.427,3.083
331375,-14.064,3.0865
331500,-14.703,3.083
331625,-15.139,3.095
331750,-15.393,3.099
331875,-15.59,3.1055
332000,-15.811,3.1035
332125,-16.144,3.118
332250,-16.719,3.151
332375,-17.531,3.176
332500,-18.419,3.17
332625,-19.271,3.2345
332750,-19.968,3.2765
332875,-20.171,3.3105
333000,-19.624,3.427
333125,-18.581,3.5175
333250,-17.845,3.6485
333375,-18.9,3.726
333500,-23.837,3.719
333625,-33.709,3.7695
333750,-46.351,3.761
333875,-57.764,3.755
334000,-65.852,3.799
334125,-70.526,3.8275
334250,-72.425,3.752
334375,-73.34,3.687
334500,-75.194,3.6505
334625,-78.18,3.5705
334750,-81.104,3.516
334875,-82.973,3.417
335000,-83.777,3.3265
335125,-84.135,3.253
335250,-84.486,3.2085
335375,-84.877,3.146
335500,-85.218,3.1155
335625,-85.395,3.0935
335750,-85.431,3.0745
335875,-85.645,3.071
336000,-86.309,3.0685
336125,-87.174,3.067
336250,-87.7,3.069
336375,-87.801,3.0715
336500,-87.975,3.073
336625,-88.602,3.069
336750,-89.51,3.069
336875,-90.33,3.071
337000,-90.919,3.0735
337125,-91.364,3.08
337250,-91.835,3.0825
337375,-92.414,3.084
337500,-93.001,3.084
337625,-93.471,3.0835
337750,-93.902,3.085
337875,-94.474,3.0875
338000,-95.241,3.0855
338125,-96.132,3.091
338250,-97.002,3.0935
338375,-97.758,3.0985
338500,-98.536,3.104
338625,-99.574,3.1045
338750,-100.998,3.1
338875,-102.794,3.1015
339000,-104.668,3.097
339125,-106.05,3.09
339250,-106.572,3.092
339375,-106.364,3.088
339500,-105.885,3.081
339625,-105.594,3.0795
339750,-105.673,3.08
339875,-105.954,3.079
340000,-106.165,3.0745
340125,-106.286,3.077
340250,-106.489,3.072
340375,-106.872,3.0745
340500,-107.359,3.071
340625,-107.755,3.0695
340750,-107.974,3.0695
340875,-108.016,3.0615
341000,-107.795,3.064
341125,-107.352,3.066
341250,-106.951,3.0665
341375,-106.723,3.0685
341500,-106.577,3.071
341625,-106.472,3.0675
341750,-106.442,3.063
341875,-106.446,3.0645
342000,-106.389,3.069
342125,-106.279,3.0745
342250,-106.227,3.0715
342375,-106.26,3.0735
342500,-106.305,3.078
342625,-106.319,3.081
342750,-106.289,3.0805
342875,-106.176,3.08
343000,-105.94,3.078
343125,-105.624,3.0795
343250,-105.371,3.0775
343375,-105.279,3.0805
343500,-105.243,3.095
343625,-105.059,3.0995
343750,-104.693,3.108
343875,-104.238,3.1155
344000,-103.729,3.125
344125,-103.19,3.1295
344250,-102.67,3.134
344375,-102.115,3.126
344500,-101.358,3.122
344625,-100.34,3.1195
344750,-99.214,3.1145
344875,-98.108,3.109
345000,-96.952,3.102
345125,-95.507,3.096
345250,-93.695,3.1035
345375,-91.945,3.107
345500,-90.795,3.1115
345625,-90.217,3.109
345750,-89.767,3.103
345875,-89.145,3.107
346000,-88.382,3.1095
346125,-87.706,3.105
346250,-87.34,3.102
346375,-87.276,3.0995
346500,-87.28,3.1005
346625,-87.195,3.102
346750,-87.033,3.0955
346875,-86.778,3.0945
347000,-86.422,3.0975
347125,-86.099,3.101
347250,-85.929,3.102
347375,-85.864,3.098
347500,-85.713,3.093
347625,-85.27,3.093
347750,-84.599,3.101
347875,-84.084,3.103
348000,-83.956,3.0995
348125,-84.031,3.0945
348250,-84.085,3.0935
348375,-84.151,3.0875
348500,-84.288,3.086
348625,-84.336,3.0845
348750,-84.12,3.0785
348875,-83.733,3.0795
349000,-83.441,3.075
349125,-83.409,3.077
349250,-83.537,3.08
349375,-83.596,3.078
349500,-83.531,3.067
349625,-83.409,3.0635
349750,-83.232,3.057
349875,-83.046,3.0575
350000,-82.976,3.0555
350125,-83.113,3.0635
350250,-83.451,3.0645
350375,-83.852,3.0655
350500,-84.146,3.0615
350625,-84.283,3.06
350750,-84.324,3.0605
350875,-84.333,3.061
351000,-84.34,3.0645
351125,-84.369,3.066
351250,-84.45,3.0675
351375,-84.591,3.0665
351500,-84.755,3.0665
351625,-84.921,3.068
351750,-85.119,3.068
351875,-85.368,3.068
352000,-85.663,3.07
352125,-85.962,3.0665
352250,-86.19,3.0705
352375,-86.341,3.0725
352500,-86.52,3.075
352625,-86.856,3.077
352750,-87.367,3.076
352875,-87.917,3.0765
353000,-88.312,3.0845
353125,-88.408,3.0845
353250,-88.216,3.0935
353375,-87.957,3.104
353500,-87.885,3.101
353625,-88.017,3.091
353750,-88.184,3.0925
353875,-88.259,3.095
354000,-88.234,3.0925
354125,-88.212,3.099
354250,-88.409,3.096
354375,-88.994,3.098
354500,-89.825,3.0925
354625,-90.521,3.096
354750,-90.867,3.097
354875,-90.962,3.0945
355000,-90.958,3.088
355125,-90.861,3.0845
355250,-90.686,3.0845
355375,-90.591,3.0875
355500,-90.753,3.091
355625,-91.192,3.0825
355750,-91.728,3.08
355875,-92.194,3.083
356000,-92.577,3.081
356125,-92.815,3.077
356250,-92.833,3.0745
356375,-92.716,3.0745
356500,-92.528,3.0705
356625,-92.239,3.072
356750,-91.96,3.0695
356875,-91.884,3.066
357000,-92.009,3.0665
357125,-92.139,3.071
357250,-92.09,3.072
357375,-91.772,3.073
357500,-91.209,3.0695
357625,-90.558,3.07
357750,-89.999,3.0685
357875,-89.591,3.065
358000,-89.337,3.067
358125,-89.265,3.0705
358250,-89.342,3.0735
358375,-89.454,3.0745
358500,-89.53,3.072
358625,-89.619,3.07
358750,-89.731,3.071
358875,-89.639,3.0745
359000,-89.082,3.0775
359125,-88.128,3.0775
359250,-87.133,3.077
359375,-86.46,3.0775
359500,-86.278,3.079
359625,-86.439,3.08
359750,-86.587,3.084
359875,-86.4,3.0885
360000,-85.791,3.087
360125,-85.06,3.0915
360250,-84.565,3.0915
360375,-84.232,3.0895
360500,-83.71,3.09
360625,-82.766,3.0895
360750,-81.464,3.092
360875,-80.215,3.091
361000,-79.462,3.0865
361125,-79.21,3.086
361250,-79.194,3.0885
361375,-79.28,3.092
361500,-79.375,3.0915
361625,-79.251,3.0835
361750,-78.779,3.0785
361875,-78.208,3.078
362000,-77.93,3.079
362125,-77.92,3.074
362250,-77.779,3.0735
362375,-77.315,3.077
362500,-76.675,3.0765
362625,-76.01,3.072
362750,-75.355,3.0755
362875,-74.77,3.0735
363000,-74.344,3.07
363125,-74.063,3.068
363250,-73.783,3.0685
363375,-73.436,3.0695
363500,-73.163,3.069
363625,-73.127,3.0675
363750,-73.27,3.065
363875,-73.337,3.0645
364000,-73.147,3.0685
364125,-72.8,3.067
364250,-72.517,3.071
364375,-72.375,3.07
364500,-72.299,3.0705
364625,-72.182,3.069
364750,-71.96,3.0635
364875,-71.656,3.071
365000,-71.333,3.0695
365125,-71.01,3.071
365250,-70.699,3.068
365375,-70.444,3.071
365500,-70.232,3.071
365625,-70.012,3.0695
365750,-69.815,3.0705
365875,-69.733,3.067
366000,-69.745,3.0645
366125,-69.726,3.058
366250,-69.552,3.063
366375,-69.173,3.067
366500,-68.657,3.0725
366625,-68.126,3.077
366750,-67.666,3.077
366875,-67.338,3.0775
367000,-67.137,3.0765
367125,-66.923,3.078
367250,-66.598,3.0825
367375,-66.316,3.079
367500,-66.256,3.082
367625,-66.31,3.083
367750,-66.246,3.0895
367875,-66.048,3.084
368000,-65.908,3.081
368125,-65.86,3.0855
368250,-65.731,3.094
368375,-65.484,3.1005
368500,-65.343,3.0925
368625,-65.439,3.089
368750,-65.549,3.099
368875,-65.332,3.1115
369000,-64.712,3.106
369125,-63.894,3.1
369250,-63.135,3.1
369375,-62.581,3.099
369500,-62.195,3.108
369625,-61.87,3.109
369750,-61.605,3.11
369875,-61.402,3.106
370000,-61.184,3.107
370125,-60.98,3.1055
370250,-60.853,3.11
370375,-60.615,3.1055
370500,-60.101,3.109
370625,-59.658,3.1145
370750,-59.827,3.1085
370875,-60.523,3.1045
371000,-61.111,3.1075
371125,-61.207,3.1085
371250,-60.777,3.115
371375,-59.768,3.115
371500,-58.288,3.119
371625,-56.927,3.119
371750,-56.412,3.117
371875,-56.926,3.119
372000,-57.892,3.1175
372125,-58.495,3.1155
372250,-58.468,3.116
372375,-58.261,3.1165
372500,-58.382,3.1225
372625,-58.789,3.1215
372750,-59.014,3.105
372875,-58.765,3.107
373000,-58.248,3.108
373125,-57.79,3.109
373250,-57.357,3.119
373375,-56.718,3.1095
373500,-55.926,3.1105
373625,-55.298,3.1115
373750,-55.036,3.116
373875,-55.172,3.1195
374000,-55.766,3.1135
374125,-56.791,3.102
374250,-57.908,3.106
374375,-58.682,3.107
374500,-58.931,3.111
374625,-58.648,3.113
374750,-57.985,3.1115
374875,-57.297,3.1145
375000,-56.832,3.1085
375125,-56.594,3.109
375250,-56.499,3.1145
375375,-56.317,3.107
375500,-55.824,3.118
375625,-55.195,3.1145
375750,-54.771,3.109
375875,-54.638,3.113
376000,-54.797,3.108
376125,-55.311,3.1035
376250,-56.034,3.107
376375,-56.543,3.102
376500,-56.546,3.1085
376625,-56.126,3.1185
376750,-55.541,3.114
376875,-54.985,3.1175
377000,-54.466,3.1125
377125,-53.979,3.116
377250,-53.678,3.1165
377375,-53.601,3.1205
377500,-53.507,3.1135
377625,-53.074,3.1165
377750,-52.238,3.115
377875,-51.405,3.1155
378000,-51.06,3.111
378125,-51.211,3.117
378250,-51.474,3.1115
378375,-51.602,3.106
378500,-51.611,3.1095
378625,-51.515,3.107
378750,-51.283,3.124
378875,-51.01,3.1225
379000,-50.856,3.118
379125,-50.82,3.1135
379250,-50.678,3.1195
379375,-50.269,3.117
379500,-49.779,3.123
379625,-49.452,3.12
379750,-49.246,3.1105
379875,-48.939,3.118
380000,-48.387,3.115
380125,-47.643,3.1105
380250,-46.843,3.116
380375,-46.082,3.115
380500,-45.503,3.1095
380625,-45.329,3.102
380750,-45.573,3.1055
380875,-45.848,3.098
381000,-45.653,3.109
381125,-44.827,3.1045
381250,-43.831,3.11
381375,-43.37,3.0955
381500,-43.582,3.096
381625,-43.975,3.093
381750,-44.13,3.093
381875,-44.093,3.0935
382000,-44.069,3.094
382125,-44.111,3.092
382250,-44.174,3.0835
382375,-44.155,3.083
382500,-43.959,3.091
382625,-43.678,3.0875
382750,-43.438,3.087
382875,-43.237,3.083
383000,-43.162,3.087
383125,-43.364,3.0995
383250,-43.709,3.094
383375,-43.868,3.092
383500,-43.742,3.101
383625,-43.583,3.0935
383750,-43.688,3.096
383875,-44.034,3.096
384000,-44.289,3.0985
384125,-44.13,3.0955
384250,-43.602,3.0905
384375,-43.055,3.0945
384500,-42.637,3.0885
384625,-42.294,3.0905
384750,-42.189,3.0995
384875,-42.433,3.1045
385000,-42.76,3.0915
385125,-42.869,3.0945
385250,-42.687,3.108
385375,-42.357,3.1045
385500,-42.127,3.103
385625,-41.942,3.1015
385750,-41.405,3.1135
385875,-40.485,3.109
386000,-39.725,3.119
386125,-39.547,3.1115
386250,-39.837,3.105
386375,-40.206,3.128
386500,-40.388,3.114
386625,-40.383,3.124
386750,-40.281,3.116
386875,-40.071,3.116
387000,-39.706,3.118
387125,-39.256,3.1265
387250,-38.868,3.1155
387375,-38.709,3.119
387500,-38.988,3.129
387625,-39.651,3.133
387750,-40.183,3.137
387875,-40.256,3.1245
388000,-40.273,3.132
388125,-40.769,3.1335
388250,-41.617,3.13
388375,-42.171,3.1325
388500,-42.103,3.135
388625,-41.801,3.1305
388750,-41.773,3.129
388875,-42,3.1315
389000,-42.098,3.128
389125,-41.85,3.1375
389250,-41.376,3.122
389375,-40.972,3.115
389500,-40.912,3.1195
389625,-41.204,3.128
389750,-41.509,3.1095
389875,-41.568,3.108
390000,-41.577,3.1135
390125,-41.697,3.11
390250,-41.648,3.1015
390375,-41.23,3.1035
390500,-40.678,3.105
390625,-40.35,3.103
390750,-40.341,3.095
390875,-40.486,3.094
391000,-40.643,3.097
391125,-40.803,3.1
391250,-40.991,3.088
391375,-41.176,3.096
391500,-41.236,3.0855
391625,-41.127,3.0875
391750,-40.969,3.0885
391875,-40.868,3.085
392000,-40.812,3.0725
392125,-40.746,3.0775
392250,-40.649,3.09
392375,-40.51,3.08
392500,-40.26,3.0795
392625,-39.865,3.0835
392750,-39.447,3.0825
392875,-39.199,3.089
393000,-39.236,3.077
393125,-39.42,3.0795
393250,-39.416,3.0795
393375,-39.02,3.0775
393500,-38.258,3.0835
393625,-37.341,3.086
393750,-36.609,3.079
393875,-36.299,3.0735
394000,-36.342,3.0755
394125,-36.413,3.074
394250,-36.225,3.078
394375,-35.773,3.0815
394500,-35.316,3.078
394625,-35.078,3.0855
394750,-34.985,3.0725
394875,-34.85,3.072
395000,-34.642,3.0725
395125,-34.372,3.082
395250,-33.99,3.0745
395375,-33.492,3.076
395500,-32.964,3.078
395625,-32.54,3.0795
395750,-32.328,3.0745
395875,-32.333,3.075
396000,-32.388,3.079
396125,-32.281,3.0865
396250,-32.089,3.0885
396375,-32.068,3.0845
396500,-32.229,3.079
396625,-32.362,3.0925
396750,-32.296,3.0825
396875,-32.008,3.0795
397000,-31.596,3.0835
397125,-31.155,3.088
397250,-30.689,3.0865
397375,-30.139,3.096
397500,-29.538,3.0905
397625,-29.027,3.1005
397750,-28.697,3.0935
397875,-28.536,3.0995
398000,-28.452,3.1055
398125,-28.264,3.106
398250,-27.801,3.105
398375,-26.995,3.1115
398500,-25.868,3.1095
398625,-24.557,3.112
398750,-23.336,3.112
398875,-22.466,3.108
399000,-21.866,3.112
399125,-21.226,3.1125
399250,-20.585,3.114
399375,-20.29,3.114
399500,-20.437,3.119
399625,-20.83,3.1205
399750,-21.083,3.118
399875,-20.713,3.104
400000,-19.722,3.112
400125,-18.774,3.1165
400250,-18.236,3.114
400375,-17.766,3.1075
400500,-17.125,3.1115
400625,-16.491,3.121
400750,-16.052,3.113
400875,-15.857,3.105
401000,-15.842,3.1125
401125,-15.802,3.112
401250,-15.488,3.113
401375,-14.833,3.1045
401500,-13.987,3.099
401625,-12.999,3.102
401750,-11.826,3.1025
401875,-10.632,3.0995
402000,-9.573,3.0955
402125,-8.633,3.095
402250,-7.976,3.0985
402375,-7.861,3.0845
402500,-8.179,3.083
402625,-8.562,3.086
402750,-8.776,3.082
402875,-8.744,3.0875
403000,-8.381,3.0885
403125,-7.71,3.0795
403250,-7.012,3.0825
403375,-6.677,3.079
403500,-6.771,3.0775
403625,-6.921,3.075
403750,-6.844,3.0765
403875,-6.681,3.079
404000,-6.63,3.0725
404125,-6.652,3.077
404250,-6.659,3.082
404375,-6.663,3.0765
404500,-6.673,3.071
404625,-6.67,3.0715
404750,-6.693,3.0775
404875,-6.752,3.083
405000,-6.796,3.0795
405125,-6.778,3.068
405250,-6.654,3.0695
405375,-6.396,3.0695
405500,-6.11,3.077
405625,-6.024,3.0805
405750,-6.274,3.0725
405875,-6.811,3.0815
406000,-7.461,3.077
406125,-7.988,3.0785
406250,-8.368,3.081
406375,-8.891,3.075
406500,-9.606,3.0755
406625,-10.053,3.075
406750,-9.973,3.071
406875,-9.737,3.0745
407000,-9.823,3.0765
407125,-10.261,3.0765
407250,-10.721,3.0765
407375,-10.916,3.0785
407500,-10.853,3.081
407625,-10.785,3.086
407750,-10.898,3.078
407875,-11.091,3.076
408000,-11.205,3.0765
408125,-11.285,3.076
408250,-11.51,3.0735
408375,-11.902,3.0795
408500,-12.282,3.079
408625,-12.583,3.0785
408750,-12.932,3.0725
408875,-13.408,3.073
409000,-13.986,3.066
409125,-14.545,3.071
409250,-14.877,3.072
409375,-14.875,3.073
409500,-14.647,3.07
409625,-14.367,3.0695
409750,-14.127,3.068
409875,-13.963,3.0665
410000,-13.899,3.0675
410125,-13.921,3.0665
410250,-13.976,3.0735
410375,-14.004,3.0715
410500,-14.029,3.0675
410625,-14.113,3.0635
410750,-14.231,3.066
410875,-14.335,3.0715
411000,-14.45,3.0705
411125,-14.625,3.0745
411250,-14.871,3.071
411375,-15.178,3.0675
411500,-15.538,3.069
411625,-15.941,3.0665
411750,-16.369,3.0695
411875,-16.724,3.0665
412000,-16.878,3.066
412125,-16.883,3.0685
412250,-16.983,3.073
412375,-17.411,3.072
412500,-18.113,3.068
412625,-18.749,3.0675
412750,-19.15,3.069
412875,-19.514,3.072
413000,-19.99,3.0735
413125,-20.401,3.079
413250,-20.498,3.0785
413375,-20.223,3.0785
413500,-19.74,3.0745
413625,-19.373,3.073
413750,-19.341,3.073
413875,-19.563,3.0695
414000,-19.782,3.072
414125,-19.796,3.0725
414250,-19.586,3.0695
414375,-19.266,3.066
414500,-18.975,3.0695
414625,-18.885,3.068
414750,-19.054,3.0685
414875,-19.315,3.0715
415000,-19.539,3.072
415125,-19.73,3.072
415250,-19.841,3.0665
415375,-19.793,3.0645
415500,-19.56,3.0665
415625,-19.151,3.0645
415750,-18.717,3.0655
415875,-18.509,3.0675
416000,-18.591,3.0665
416125,-18.831,3.067
416250,-19.135,3.0685
416375,-19.548,3.069
416500,-20.143,3.07
416625,-20.845,3.071
416750,-21.414,3.0715
416875,-21.712,3.069
417000,-21.812,3.069
417125,-21.846,3.0695
417250,-21.913,3.074
417375,-22.109,3.072
417500,-22.5,3.071
417625,-23.044,3.0625
417750,-23.648,3.0615
417875,-24.207,3.0685
418000,-24.556,3.074
418125,-24.6,3.0745
418250,-24.518,3.0715
418375,-24.571,3.0745
418500,-24.754,3.072
418625,-24.945,3.0775
418750,-25.191,3.081
418875,-25.52,3.0825
