date, pm25, pm10, o3, no2, so2, co
22/01/2015,129,58, ,35, ,4
21/01/2015,119,57, ,56, ,6
20/01/2015,132,55, ,45, ,7
19/01/2015,106,57, ,45, ,6
18/01/2015,80,48, ,43, ,6
17/01/2015, ,39, ,44, ,6
16/01/2015,75, , , , , 
15/01/2015,82,32, ,11, ,2
14/01/2015,84,54, ,26, ,3
13/01/2015,80,52, ,30, ,3
12/01/2015,83,36, ,29, ,3
11/01/2015,75,32, ,25, ,3
10/01/2015,63,32, ,39, ,5
09/01/2015,41,19, ,10, ,1
08/01/2015,54,11, ,14, ,2
07/01/2015,174,16, ,14, ,2
06/01/2015,166,247, ,5, ,1
05/01/2015,71,361, ,15, ,2
04/01/2015,73,33, ,14, ,1
03/01/2015,58,26, ,22, ,3
02/01/2015,138,21, ,15, ,2
01/01/2015,105,104, ,17, ,2
31/12/2014, ,80, ,31, ,3
28/12/2014,86, , , , , 
27/12/2014,99,35, ,38, ,5
26/12/2014,93,39, ,22, ,4
25/12/2014,81,46, ,31, ,5
24/12/2014,85,33, ,34, ,4
23/12/2014,65,37, ,42, ,6
22/12/2014,72,23, ,34, ,7
21/12/2014,68,26, ,32, ,5
20/12/2014,70,27, ,41, ,7
19/12/2014,95,24, ,16, ,2
18/12/2014,99,41, ,33, ,6
17/12/2014,85,52, ,54, ,10
16/12/2014,103,37, ,45, ,5
15/12/2014,98,43, ,41, ,4
14/12/2014,55,41, ,52, ,9
13/12/2014,81,23, ,28, ,8
12/12/2014,97,63, ,10, ,3
11/12/2014,94,62, ,26, ,9
10/12/2014,123,54, ,31, ,5
09/12/2014,114,90, ,40, ,6
08/12/2014,117,49, ,36, ,5
07/12/2014,122,46, ,46, ,6
06/12/2014,85,56, ,49, ,14
05/12/2014,86,40, ,28, ,3
04/12/2014,79,45, ,43, ,9
03/12/2014,77,46, ,47, ,13
02/12/2014,71,42, ,49, ,8
01/12/2014,69,36, ,29, ,6
30/11/2014,100,26, ,33, ,5
29/11/2014,75,41, ,43, ,8
28/11/2014,79,27, ,25, ,5
27/11/2014,64,27, ,34, ,5
26/11/2014,62,17, ,27, ,3
25/11/2014,76,17, ,19, ,2
24/11/2014,67,29, ,29, ,5
23/11/2014,58,24, ,41, ,9
22/11/2014,58,22, ,31, ,6
21/11/2014,80,24, ,11, ,3
20/11/2014,83,38, ,24, ,4
19/11/2014,91,52, ,47, ,6
18/11/2014,90,52, ,34, ,26
17/11/2014,67,49, ,40, ,4
16/11/2014,69,24, ,29, ,3
15/11/2014,71,28, ,26, ,38
14/11/2014,89,40, ,9, , 
13/11/2014,103,54, ,38, ,5
12/11/2014,123,56, ,48, ,23
11/11/2014,127,64, ,69, ,15
10/11/2014,98,65, ,56, ,6
09/11/2014,67,56, ,55, ,5
08/11/2014,38,43, ,50, ,4
07/11/2014,43,34, ,18, ,2
06/11/2014,53,31, ,23, ,2
05/11/2014,49,26, ,36, ,3
04/11/2014,42,24, ,35, ,4
03/11/2014,59,16, ,30, ,4
02/11/2014,63,31, ,26, ,3
01/11/2014,30,51, ,36, ,4
31/10/2014,44,11, ,14, ,2
30/10/2014,44,11, ,22, ,3
29/10/2014,57,17, ,33, ,4
28/10/2014,71,31, ,34, ,3
27/10/2014,85,42, ,47, ,6
26/10/2014,69,62, ,58, ,4
25/10/2014,70,40, ,58, ,4
24/10/2014,64,34, ,28, ,2
23/10/2014,70,37, ,35, ,3
22/10/2014,65,38, ,45, ,4
21/10/2014,51,36, ,47, ,4
20/10/2014,41,25, ,43, ,4
19/10/2014,70,20, ,33, ,3
18/10/2014,68,41, ,30, ,3
17/10/2014,54,42, ,10, ,2
16/10/2014,50,20, ,26, ,3
15/10/2014,59,19, ,13, ,2
14/10/2014,60,19, ,28, ,3
13/10/2014,66,22, ,35, ,3
12/10/2014,64,29, ,42, ,3
11/10/2014,84,28, ,41, ,4
10/10/2014,83,42, ,16, ,2
09/10/2014,71,46, ,37, ,4
08/10/2014,108,33, ,20, ,2
07/10/2014,83,46, ,51, ,5
06/10/2014,70,46, ,65, ,7
05/10/2014,59,37, ,61, ,6
04/10/2014,48,26, ,36, ,3
03/10/2014,55,19, ,14, ,2
02/10/2014,61,21, ,21, ,2
01/10/2014,60,29, ,37, ,3
30/09/2014,54,27, ,33, ,3
29/09/2014,53,26, ,34, ,3
28/09/2014,61,28, ,30, ,3
27/09/2014,59,37, ,31, ,3
26/09/2014,53,34, ,17, ,1
25/09/2014,88,24, ,7, ,1
24/09/2014,81,59, ,8, ,1
23/09/2014,65,52, ,36, ,4
22/09/2014,57,39, ,37, ,4
21/09/2014,51,28, ,38, ,3
20/09/2014,43,23, ,37, ,3
19/09/2014,55,18, ,11, ,1
18/09/2014,64,31, ,28, ,3
17/09/2014,66,44, ,31, ,3
16/09/2014,64,45, ,45, ,4
15/09/2014,66,31, ,38, ,3
14/09/2014,54,45, ,29, ,3
13/09/2014,47,24, ,31, ,3
12/09/2014,56,17, ,7, ,1
11/09/2014,52,24, ,21, ,3
10/09/2014,50,26, ,28, ,4
09/09/2014,56,21, ,27, ,3
08/09/2014,52,24, ,29, ,3
07/09/2014,48,24, ,30, ,3
06/09/2014,45,24, ,28, ,3
05/09/2014,68,15, ,8, ,1
04/09/2014,65,35, ,33, ,3
03/09/2014,62,34, ,37, ,4
02/09/2014,59,27, ,30, ,4
01/09/2014,76,29, ,29, ,3
31/08/2014,87,43, ,30, ,3
30/08/2014,69,46, ,23, ,4
29/08/2014,71,32, ,8, ,2
28/08/2014,88,34, ,22, ,3
27/08/2014,96,47, ,34, ,3
26/08/2014,76,38, ,40, ,3
25/08/2014,88,45, ,43, ,3
24/08/2014,83,49, ,50, ,4
23/08/2014,66,46, ,44, ,4
22/08/2014,74,30, ,11, ,2
21/08/2014,66,32, ,24, ,3
20/08/2014,60,33, ,40, ,3
19/08/2014,69,39, ,39, ,3
18/08/2014,77,37, ,34, ,4
17/08/2014,64,46, ,34, ,3
16/08/2014,71,27, ,27, ,3
15/08/2014,129,30, ,10, ,2
14/08/2014,115,40, ,26, ,3
13/08/2014,80,44, ,39, ,3
12/08/2014,65,39, ,38, ,4
11/08/2014,72,34, ,41, ,3
10/08/2014,62,37, ,43, ,4
09/08/2014,48,36, ,34, ,3
08/08/2014,69,19, ,7, ,1
07/08/2014,68,33, ,27, ,3
06/08/2014,69,44, ,43, ,4
05/08/2014,73,46, ,33, ,4
04/08/2014,56,40, ,16, ,2
03/08/2014,52,37, ,18, ,2
02/08/2014,59,114, ,22, ,2
01/08/2014,65,24, ,11, ,1
31/07/2014,69,28, ,37, ,3
30/07/2014,80,40, ,29, ,4
29/07/2014,87,68, ,26, ,3
28/07/2014,79,39, ,24, ,3
27/07/2014,61,34, ,19, ,3
26/07/2014,46,32, ,31, ,3
25/07/2014,54,21, ,7, ,1
24/07/2014,65,27, ,21, ,2
23/07/2014,76,34, ,37, ,3
22/07/2014,80,38, ,32, ,4
21/07/2014,74,42, ,34, ,3
20/07/2014,71,45, ,28, ,2
19/07/2014,53,49, ,24, ,2
18/07/2014,50,24, ,7, ,2
17/07/2014,57,22, ,18, ,2
16/07/2014,58,39, ,30, ,3
15/07/2014,56,34, ,28, ,2
14/07/2014,50,35, ,23, ,3
13/07/2014,56,40, ,29, ,3
12/07/2014,57,51, ,26, ,2
11/07/2014,65,26, ,15, ,1
10/07/2014,70,31, ,29, ,1
09/07/2014,66,43, ,43, ,2
08/07/2014,67,38, ,32, ,2
07/07/2014,72,33, ,33, ,3
06/07/2014,72,40, ,33, ,3
05/07/2014,94,46, ,37, ,4
04/07/2014,92,38, ,9, ,2
03/07/2014,90,40, ,26, ,3
02/07/2014,76,44, ,37, ,3
01/07/2014,83,43, ,41, ,4
30/06/2014,95,48, ,36, ,3
29/06/2014,93,60, ,46, ,4
28/06/2014,75,63, ,45, ,4
27/06/2014,69,51, ,12, ,2
26/06/2014,66,40, ,44, ,3
25/06/2014,62,35, ,50, ,4
24/06/2014,68,32, ,33, ,3
23/06/2014,62,33, ,32, ,4
22/06/2014,47,32, ,30, ,4
21/06/2014,64,24, ,33, ,4
20/06/2014,103,26, ,8, ,1
19/06/2014,75,60, ,37, ,3
18/06/2014,72,38, ,43, ,4
17/06/2014,96,34, ,34, ,4
16/06/2014,85,32, ,38, ,3
15/06/2014,67,40, ,44, ,3
14/06/2014,68,30, ,31, ,3
13/06/2014,85,28, ,8, ,2
12/06/2014,78,38, ,21, ,3
11/06/2014,70,43, ,27, ,3
10/06/2014,71,36, ,24, ,3
09/06/2014,80,35, ,27, ,3
08/06/2014,71,42, ,34, ,3
07/06/2014,71,36, ,36, ,4
06/06/2014,80,30, ,13, ,4
05/06/2014,140,42, ,20, ,4
04/06/2014,113,102, ,30, ,4
03/06/2014,67,71, ,23, ,2
02/06/2014,67,34, ,38, ,2
01/06/2014,70,35, ,32, ,3
31/05/2014,97,31, ,23, ,2
30/05/2014,94,60, ,14, ,3
29/05/2014,89,58, ,47, ,5
28/05/2014,104,51, ,37, ,4
27/05/2014,98,67, ,33, ,5
26/05/2014,79,47, ,50, ,5
25/05/2014,70,39, ,32, ,4
24/05/2014,73,36, ,40, ,4
23/05/2014,83,33, ,11, ,4
22/05/2014,77,41, ,31, ,5
21/05/2014,85,47, ,30, ,5
20/05/2014,70,52, ,42, ,5
19/05/2014,73,36, ,37, ,5
18/05/2014,81,33, ,28, ,4
17/05/2014,64,38, ,30, ,4
16/05/2014,67,37, ,11, ,3
15/05/2014,86,41, ,35, ,4
14/05/2014,95,43, ,47, ,5
13/05/2014,91,40, ,37, ,4
12/05/2014,85,35, ,21, ,4
11/05/2014,86,33, ,24, ,2
10/05/2014,86,43, ,33, ,3
09/05/2014,97,41, ,20, ,2
08/05/2014,83,42, ,23, ,2
07/05/2014,128,34, ,31, ,3
06/05/2014,109,80, ,38, ,4
05/05/2014,101,61, ,33, ,3
04/05/2014,104,68, ,36, ,2
03/05/2014,100,57, ,58, ,3
02/05/2014,101,43, ,19, ,2
01/05/2014,102,45, ,29, ,2
30/04/2014,92,52, ,47, ,3
29/04/2014,77,46, ,43, ,3
28/04/2014,101,39, ,43, ,3
27/04/2014,69,50, ,38, ,3
26/04/2014,71,43, ,47, ,4
25/04/2014,75,40, ,11, ,3
24/04/2014,72,49, ,37, ,4
23/04/2014,59,46, ,53, ,5
22/04/2014,61,35, ,37, ,4
21/04/2014,48,29, ,36, ,4
20/04/2014,107,20, ,10, ,4
19/04/2014,70,109, ,26, ,3
18/04/2014,57,40, ,13, ,2
17/04/2014,58,21, ,27, ,4
16/04/2014,92,33, ,35, ,4
15/04/2014,104,86, ,38, ,3
14/04/2014,80,55, ,23, ,4
13/04/2014,61,29, ,37, ,4
12/04/2014,69,28, ,31, ,6
11/04/2014,63,25, ,11, ,4
10/04/2014,53,29, ,38, ,5
09/04/2014,64,26, ,28, ,6
08/04/2014,79,40, ,36, ,4
07/04/2014,101,45, ,44, ,5
06/04/2014,100,55, ,45, ,5
05/04/2014,66,53, ,57, ,5
04/04/2014,62,31, ,22, ,2
03/04/2014,73,22, ,25, ,2
02/04/2014,82,29, ,27, ,2
01/04/2014,109,37, ,28, ,2
31/03/2014,60,64, ,40, ,3
30/03/2014,47,30, ,46, ,4
29/03/2014,59,33, ,21, ,3
28/03/2014,64,28, ,19, ,2
27/03/2014,80,29, ,54, ,5
26/03/2014,65,38, ,40, ,5
25/03/2014,98,30, ,36, ,6
24/03/2014,101,39, ,35, ,5
23/03/2014,81,46, ,44, ,4
22/03/2014,67,39, ,50, ,4
21/03/2014,60,31, ,17, ,2
20/03/2014,117,28, ,28, ,2
19/03/2014,116,71, ,47, ,6
18/03/2014,112,77, ,38, ,4
17/03/2014,91,88, ,30, ,3
16/03/2014,87,66, ,47, ,3
15/03/2014,56,40, ,46, ,4
14/03/2014,50,21, ,15, ,2
13/03/2014,40,17, ,20, ,2
12/03/2014,60,14, ,27, ,2
11/03/2014,66,20, ,21, ,2
10/03/2014,50,30, ,38, ,3
09/03/2014,85,24, ,63, ,3
08/03/2014,144,43, ,54, ,4
07/03/2014,143,75, ,12, ,2
06/03/2014,148,94, ,36, ,5
05/03/2014,148,125, ,35, ,3
04/03/2014,161,99, ,50, ,6
03/03/2014,243,190, ,32, ,3
02/03/2014,221,497, ,44, ,3
01/03/2014,86,431, ,32, ,3
28/02/2014,89,37, ,28, ,2
27/02/2014,68,32, ,37, ,3
26/02/2014,61,22, ,36, ,3
25/02/2014,63,23, ,31, ,3
24/02/2014,100,31, ,27, ,3
23/02/2014,84,63, ,41, ,6
22/02/2014,82,59, ,32, ,3
21/02/2014,80,54, ,21, ,2
20/02/2014,103,47, ,48, ,6
19/02/2014,102,53, ,52, ,6
18/02/2014,82,50, ,55, ,8
17/02/2014,62,43, ,45, ,11
16/02/2014,70,27, ,30, ,8
15/02/2014,67,51, ,31, ,3
14/02/2014,101,45, ,11, ,1
13/02/2014,95,53, ,39, ,3
12/02/2014,77,49, ,58, ,6
11/02/2014,90,48, ,44, ,4
10/02/2014,87,43, ,46, ,6
09/02/2014,90,53, ,58, ,5
08/02/2014,88,47, ,53, ,5
07/02/2014,102,39, ,25, ,2
06/02/2014,87,47, ,38, ,4
05/02/2014,71,46, ,52, ,5
04/02/2014,61,36, ,37, ,3
03/02/2014,68,32, ,35, ,4
02/02/2014,67,48, ,37, ,3
01/02/2014,63,71, ,34, ,3
31/01/2014,69,50, ,23, ,2
30/01/2014,72,54, ,42, ,4
29/01/2014,74,57, ,46, ,4
28/01/2014,85,57, ,50, ,6
27/01/2014,91,100, ,29, ,3
26/01/2014,73,59, ,40, ,4
25/01/2014,58,67, ,46, ,4
24/01/2014,72,37, ,29, ,3
23/01/2014,98,42, ,36, ,2
22/01/2014,116,49, ,29, ,3
21/01/2014,104,64, ,53, ,5
20/01/2014,109,70, ,66, ,8
19/01/2014,102,67, ,67, ,8
18/01/2014,97,54, ,59, ,8
17/01/2014,76,43, ,25, ,3
16/01/2014,81,44, ,34, ,5
15/01/2014,125,60, ,32, ,3
14/01/2014,89,68, ,54, ,9
13/01/2014,78,53, ,47, ,7
12/01/2014,77,45, ,43, ,6
11/01/2014,69,37, ,37, ,8
10/01/2014,82,26, ,16, ,6
09/01/2014,82,62, ,30, ,8
08/01/2014,75,67, ,43, ,7
07/01/2014,98,42, ,29, ,2
06/01/2014,115,50, ,43, ,4
05/01/2014,83,64, ,57, ,7
04/01/2014,54,54, ,40, ,3
03/01/2014,60, , ,13, ,2
02/01/2014,70, , ,29, ,2
01/01/2014,66, , ,42, ,4
31/12/2013, , , ,51, ,1
