kyrsBP,InsolationJune65N
3612,514.745594
3613,507.054531
3614,496.284364
3615,483.929737
3616,471.367636
3617,460.038491
3618,451.161149
3619,445.160984
3620,442.32322
3621,442.534082
3622,445.335971
3623,450.095278
3624,456.341779
3625,463.138657
3626,469.817302
3627,475.769322
3628,480.080524
3629,482.336314
3630,482.315296
3631,479.854744
3632,475.606401
3633,470.317466
3634,464.882955
3635,460.300045
3636,457.476073
3637,456.63415
3638,458.2193
3639,461.991733
3640,467.60268
3641,474.603475
3642,482.419714
3643,490.126937
3644,497.169654
3645,502.662531
3646,505.792053
3647,506.129147
3648,503.264212
3649,497.272642
3650,488.786527
3651,478.778793
3652,468.356072
3653,458.800365
3654,451.166521
3655,445.909118
3656,443.676447
3657,444.270919
3658,447.497274
3659,453.011426
3660,460.237191
3661,468.435204
3662,477.155831
3663,485.369127
3664,492.365352
3665,497.321553
3666,499.404613
3667,498.1282
3668,493.445168
3669,485.822387
3670,476.146918
3671,466.000329
3672,456.484166
3673,448.920749
3674,444.00311
3675,442.10905
3676,443.22316
3677,447.170452
3678,453.417493
3679,461.436962
3680,470.631006
3681,480.252603
3682,489.685519
3683,498.195205
3684,505.104388
3685,509.686152
3686,511.585826
3687,510.308572
3688,505.983622
3689,499.041188
3690,490.075318
3691,480.283429
3692,470.592681
3693,462.008518
3694,455.163576
3695,450.553762
3696,448.18431
3697,448.045619
3698,449.815842
3699,453.080806
3700,457.359655
3701,462.201116
3702,466.997565
3703,471.353601
3704,474.820679
3705,477.024193
3706,477.898508
3707,477.400243
3708,475.767549
3709,473.420296
3710,470.805444
3711,468.492597
3712,466.870783
3713,466.358085
3714,467.010223
3715,468.895899
3716,471.797589
3717,475.465607
3718,479.424737
3719,483.284975
3720,486.452764
3721,488.509358
3722,489.065572
3723,487.878806
3724,484.967119
3725,480.630226
3726,475.357699
3727,469.838248
3728,464.881783
3729,461.098508
3730,459.02976
3731,459.037725
3732,461.114333
3733,465.246798
3734,471.023198
3735,478.121833
3736,485.843935
3737,493.690237
3738,500.779161
3739,506.308954
3740,509.352847
3741,509.009074
3742,504.57816
3743,495.917419
3744,483.475966
3745,468.422489
3746,452.735565
3747,438.036632
3748,426.209088
3749,418.231028
3750,414.727376
3751,415.677059
3752,420.995081
3753,429.895938
3754,441.923103
3755,456.237209
3756,471.957767
3757,488.316269
3758,504.235913
3759,518.509592
3760,529.816006
3761,536.620046
3762,537.568076
3763,531.988577
3764,520.219376
3765,503.656186
3766,484.887368
3767,466.398427
3768,450.454373
3769,438.449756
3770,431.198495
3771,428.469502
3772,430.215897
3773,435.572415
3774,443.902664
3775,454.375045
3776,466.254351
3777,478.660366
3778,490.95176
3779,502.268897
3780,511.644654
3781,518.233419
3782,521.008346
3783,519.152567
3784,512.573856
3785,501.705595
3786,487.685575
3787,472.607558
3788,458.013312
3789,445.538029
3790,436.268688
3791,430.519414
3792,428.310045
3793,429.501081
3794,433.412078
3795,439.509514
3796,447.262547
3797,455.933586
3798,464.915761
3799,473.852128
3800,481.93541
3801,488.956435
3802,494.492611
3803,498.249886
3804,500.128589
3805,500.322621
3806,498.740153
3807,495.941674
3808,492.2051
3809,487.88043
3810,483.322538
3811,478.922921
3812,474.654352
3813,470.798028
3814,467.430815
3815,464.392969
3816,461.866722
3817,459.911548
3818,458.326428
3819,457.492208
3820,457.296913
3821,457.85635
3822,459.286539
3823,461.688393
3824,464.871536
3825,469.019598
3826,473.878734
3827,479.230128
3828,484.894685
3829,490.511889
3830,495.501747
3831,499.529357
3832,501.983397
3833,502.103855
3834,499.76612
3835,494.416442
3836,486.286246
3837,475.939527
3838,464.354704
3839,452.514397
3840,442.015998
3841,433.638933
3842,428.239562
3843,426.382472
3844,428.051007
3845,433.059146
3846,441.271773
3847,451.996088
3848,464.682402
3849,478.86248
3850,493.552116
3851,508.092998
3852,521.625181
3853,532.793926
3854,540.489782
3855,543.255833
3856,539.819679
3857,529.634739
3858,513.515801
3859,492.815693
3860,470.515161
3861,449.232669
3862,431.210507
3863,417.968778
3864,410.225412
3865,407.775266
3866,410.411001
3867,417.399803
3868,427.908202
3869,441.245919
3870,456.529806
3871,472.930617
3872,489.624534
3873,505.684633
3874,519.744604
3875,530.404049
3876,535.963308
3877,534.765455
3878,526.388063
3879,511.547792
3880,492.294863
3881,471.774137
3882,452.867722
3883,437.56502
3884,427.23013
3885,422.122195
3886,421.870438
3887,426.055092
3888,433.786591
3889,444.168115
3890,456.473965
3891,469.772764
3892,483.178604
3893,496.136724
3894,507.602092
3895,516.813304
3896,523.055317
3897,525.382783
3898,523.443305
3899,517.297029
3900,507.464898
3901,495.100075
3902,481.796926
3903,468.839494
3904,457.500882
3905,448.615726
3906,442.406882
3907,438.990325
3908,438.143945
3909,439.435666
3910,442.4166
3911,446.708143
3912,451.686355
3913,457.091881
3914,462.481968
3915,467.608797
3916,472.19156
3917,476.257051
3918,479.542498
3919,482.199676
3920,484.250737
3921,485.646468
3922,486.562627
3923,486.954579
3924,486.79229
3925,486.055701
3926,484.700862
3927,482.606236
3928,479.824167
3929,476.432144
3930,472.514484
3931,468.390044
3932,464.373858
3933,460.823443
3934,458.094128
3935,456.619332
3936,456.438791
3937,457.914949
3938,460.896615
3939,465.377079
3940,471.124408
3941,477.862529
3942,485.186638
3943,492.694982
3944,499.862077
3945,506.057508
3946,510.738765
3947,513.149227
3948,512.675926
3949,508.891382
3950,501.608197
3951,491.059366
3952,478.185657
3953,464.048453
3954,450.199041
3955,437.931302
3956,428.361408
3957,422.193598
3958,419.749533
3959,421.041792
3960,425.805868
3961,433.600442
3962,443.919766
3963,456.079856
3964,469.47349
3965,483.242994
3966,496.638746
3967,508.561186
3968,518.029001
3969,523.798498
3970,524.989424
3971,520.991872
3972,512.082081
3973,499.164019
3974,484.171976
3975,468.849165
3976,455.184095
3977,444.489473
3978,437.459355
3979,434.455373
3980,435.312905
3981,439.550047
3982,446.689626
3983,455.986276
3984,466.76689
3985,478.256523
3986,489.764198
3987,500.341075
3988,509.243403
3989,515.37133
3990,517.868543
3991,515.960356
3992,509.496492
3993,498.890687
3994,485.482984
3995,471.007936
3996,457.220429
3997,445.739109
3998,437.485374
3999,432.963837
4000,432.089043
4001,434.705614
4002,439.988663
4003,447.565367
4004,456.515268
4005,466.147489
4006,475.699728
4007,484.454659
4008,491.554111
4009,496.556682
4010,498.846021
4011,498.256614
4012,495.060999
4013,489.727982
4014,483.085276
4015,476.241174
4016,469.987077
4017,465.055758
4018,461.972711
4019,460.832183
4020,461.446342
4021,463.802348
4022,467.150887
4023,471.244768
4024,475.452803
4025,479.291836
4026,482.192101
4027,483.993916
4028,484.23388
4029,483.028055
4030,480.54255
4031,477.048007
4032,473.064547
4033,469.211792
4034,465.849133
4035,463.416009
4036,462.268717
4037,462.243809
4038,463.471521
4039,465.678689
4040,468.489747
4041,471.569819
4042,474.588125
4043,476.942475
4044,478.431355
4045,478.81475
4046,477.81795
4047,475.691199
4048,472.732845
4049,469.166344
4050,465.783861
4051,462.97117
4052,461.124288
4053,460.662374
4054,461.733737
4055,464.141341
4056,467.98309
4057,472.788576
4058,478.216894
4059,483.877271
4060,489.324738
4061,493.886159
4062,497.351116
4063,499.175247
4064,498.998487
4065,496.920732
4066,492.867688
4067,487.111701
4068,480.379645
4069,473.111262
4070,466.027109
4071,459.872524
4072,455.018993
4073,451.725283
4074,450.376647
4075,450.674754
4076,452.543408
4077,455.784881
4078,459.88369
4079,464.39817
4080,469.065182
4081,473.099
4082,476.229524
4083,478.115701
4084,478.371239
4085,477.11554
4086,474.570368
4087,471.088055
4088,467.265227
4089,463.907079
4090,461.310772
4091,460.141953
4092,460.648333
4093,462.774699
4094,466.513921
4095,471.702899
4096,477.732197
4097,484.326646
4098,490.948038
4099,496.812985
4100,501.560987
4101,504.510875
4102,505.123149
4103,503.197469
4104,498.757107
4105,491.916969
4106,483.53057
4107,474.468124
4108,465.506271
4109,457.87438
4110,452.112899
4111,448.646599
4112,447.800802
4113,449.445821
4114,453.196567
4115,458.86529
4116,465.732143
4117,473.200435
4118,480.671798
4119,487.287355
4120,492.185892
4121,494.755359
4122,494.186136
4123,490.177856
4124,483.071712
4125,473.442515
4126,462.535375
4127,451.924415
4128,442.749014
4129,436.17606
4130,432.832525
4131,432.917017
4132,436.280203
4133,442.7116
4134,451.552946
4135,462.22702
4136,474.077125
4137,486.265862
4138,497.948594
4139,508.406008
4140,516.510527
4141,521.489921
4142,522.761672
4143,519.76878
4144,512.883667
4145,502.946736
4146,490.987823
4147,478.660083
4148,467.259312
4149,457.788607
4150,450.929252
4151,447.045006
4152,445.849883
4153,447.283156
4154,450.802078
4155,455.879898
4156,462.024464
4157,468.668645
4158,475.175874
4159,481.100924
4160,485.898719
4161,488.986222
4162,490.18298
4163,489.135391
4164,485.997973
4165,481.011524
4166,474.915968
4167,468.164602
4168,461.8059
4169,456.264058
4170,452.125921
4171,449.642632
4172,448.897968
4173,449.749985
4174,452.08228
4175,455.548899
4176,459.855576
4177,464.70279
4178,469.771163
4179,474.774591
4180,479.560319
4181,483.892303
4182,487.673713
4183,490.829561
4184,493.36167
4185,495.106736
4186,496.27569
4187,496.608544
4188,496.274324
4189,495.098646
4190,493.147095
4191,490.250751
4192,486.574318
4193,481.993182
4194,476.711014
4195,470.905806
4196,464.841184
4197,458.843789
4198,453.3493
4199,448.700728
4200,445.252097
4201,443.345584
4202,443.074244
4203,444.626285
4204,447.885293
4205,452.820633
4206,459.108899
4207,466.533884
4208,474.64351
4209,482.996238
4210,491.031742
4211,498.161044
4212,503.654737
4213,506.976599
4214,507.437317
4215,504.844996
4216,499.086395
4217,490.74054
4218,480.509481
4219,469.604049
4220,459.162378
4221,450.275995
4222,443.701759
4223,440.079347
4224,439.408182
4225,441.816648
4226,446.955044
4227,454.399432
4228,463.700574
4229,474.283652
4230,485.456624
4231,496.626905
4232,506.939926
4233,515.538138
4234,521.384924
4235,523.46063
4236,520.704814
4237,512.901774
4238,500.136735
4239,483.771955
4240,465.732086
4241,448.1394
4242,432.917863
4243,421.531815
4244,414.566194
4245,412.265743
4246,414.417542
4247,420.466556
4248,429.816173
4249,441.742193
4250,455.537951
4251,470.302572
4252,485.410585
4253,499.773066
4254,512.494442
4255,522.429698
4256,528.431955
4257,529.550661
4258,525.525972
4259,516.601952
4260,504.049775
4261,489.702676
4262,475.335854
4263,462.619606
4264,452.754683
4265,446.186262
4266,443.051018
4267,443.259102
4268,446.152413
4269,451.286193
4270,458.123097
4271,465.816963
4272,473.977654
4273,481.937952
4274,489.116523
4275,495.057767
4276,499.347054
4277,501.398448
4278,501.133296
4279,498.396809
4280,493.238369
4281,486.182674
4282,477.838836
4283,468.784829
4284,460.006858
4285,452.042435
4286,445.349169
4287,440.433452
4288,437.326739
4289,436.028527
4290,436.582323
4291,438.752729
4292,442.31074
4293,447.168684
4294,453.047573
4295,459.646247
4296,466.932557
4297,474.5238
4298,482.16014
4299,489.734793
4300,496.807053
4301,503.065893
4302,508.335909
4303,512.103294
4304,514.108221
4305,514.205368
4306,512.102628
4307,507.796058
4308,501.63975
4309,493.788526
4310,484.857506
4311,475.592366
4312,466.541841
4313,458.347904
4314,451.742817
4315,446.83543
4316,444.028998
4317,443.410395
4318,444.794063
4319,448.066153
4320,453.050805
4321,459.254524
4322,466.346057
4323,473.991557
4324,481.402987
4325,488.210424
4326,493.711184
4327,497.107266
4328,497.88326
4329,495.78109
4330,490.356558
4331,482.41543
4332,472.567602
4333,461.91051
4334,451.788275
4335,443.270756
4336,437.039892
4337,433.794875
4338,433.63884
4339,436.405201
4340,442.00833
4341,449.961766
4342,459.672322
4343,470.798866
4344,482.565105
4345,494.349337
4346,505.53604
4347,515.319301
4348,522.743501
4349,527.249809
4350,527.818044
4351,524.122697
4352,516.148887
4353,504.552035
4354,490.313152
4355,475.287895
4356,460.783923
4357,448.229832
4358,438.678183
4359,432.484717
4360,429.782919
4361,430.506971
4362,434.139721
4363,440.186852
4364,448.191748
4365,457.358654
4366,467.122652
4367,476.83892
4368,485.715597
4369,492.960628
4370,498.082096
4371,500.196596
4372,499.171758
4373,495.136576
4374,488.482364
4375,480.277843
4376,471.754189
4377,463.75528
4378,457.451478
4379,453.271617
4380,451.45498
4381,451.988865
4382,454.702884
4383,459.021543
4384,464.659876
4385,471.00611
4386,477.520819
4387,483.746476
4388,489.271294
4389,493.552823
4390,496.50578
4391,497.838566
4392,497.52159
4393,495.714947
4394,492.664391
4395,488.55695
4396,483.95813
4397,479.088595
4398,474.290529
4399,469.81042
4400,465.869861
4401,462.334126
4402,459.46713
4403,457.04267
4404,455.046427
4405,453.516732
4406,452.34099
4407,451.558878
4408,451.285708
4409,451.564642
4410,452.469813
4411,454.194905
4412,456.695038
4413,460.048326
4414,464.165811
4415,468.987799
4416,474.186124
4417,479.710076
4418,485.078731
4419,490.058808
4420,494.329729
4421,497.545486
4422,499.460364
4423,499.973593
4424,498.985106
4425,496.614804
4426,493.11813
4427,488.782783
4428,484.013114
4429,479.274243
4430,474.857903
4431,471.13045
4432,468.292053
4433,466.441568
4434,465.579969
4435,465.693897
4436,466.531103
4437,468.011617
4438,469.796532
4439,471.704902
4440,473.386336
4441,474.658638
4442,475.218615
4443,474.91184
4444,473.658307
4445,471.437716
4446,468.387229
4447,464.809598
4448,460.973613
4449,457.333
4450,454.243438
4451,452.040351
4452,450.952751
4453,451.123257
4454,452.589671
4455,455.227855
4456,458.924573
4457,463.443866
4458,468.456229
4459,473.749792
4460,478.924554
4461,483.690211
4462,487.797227
4463,490.970711
4464,493.045366
4465,493.978941
4466,493.77516
4467,492.552821
4468,490.569446
4469,488.085066
4470,485.363552
4471,482.79838
4472,480.517852
4473,478.735172
4474,477.554816
4475,476.929556
4476,476.740651
4477,476.914031
4478,477.141462
4479,477.237602
4480,476.958242
4481,476.095468
4482,474.431351
4483,472.019541
4484,468.823859
4485,464.986815
4486,460.974187
4487,456.956957
4488,453.483111
4489,450.938708
4490,449.584626
4491,449.630107
4492,451.276875
4493,454.246081
4494,458.547516
4495,463.803669
4496,469.623837
4497,475.548811
4498,481.178231
4499,485.841462
4500,489.223224
4501,490.963228
4502,490.777495
4503,488.811381
4504,485.374774
4505,480.794608
4506,475.879471
4507,471.172963
4508,467.251204
4509,464.573007
4510,463.490439
4511,463.880397
4512,465.889743
4513,469.199262
4514,473.468296
4515,478.363798
4516,483.518121
4517,488.250551
4518,492.353658
4519,495.170173
4520,496.284798
4521,495.438909
4522,492.397113
4523,487.118069
4524,480.108441
4525,471.826127
4526,462.99323
4527,454.624862
4528,447.350238
4529,441.751042
4530,438.373352
4531,437.267909
4532,438.326962
4533,441.642559
4534,446.634338
4535,453.072487
4536,460.594716
4537,468.678179
4538,476.851612
4539,484.879123
4540,492.075774
4541,498.230358
4542,503.002471
4543,506.067508
4544,507.230932
4545,506.66864
4546,504.152561
4547,500.098805
4548,494.815346
4549,488.561
4550,481.844874
4551,475.186196
4552,468.759932
4553,463.102577
4554,458.443353
4555,454.904862
4556,452.632302
4557,451.807302
4558,452.142205
4559,453.797084
4560,456.556865
4561,460.158654
4562,464.456549
4563,469.248039
4564,473.957592
4565,478.50677
4566,482.373443
4567,485.098556
4568,486.440819
4569,486.087991
4570,483.798488
4571,479.805594
4572,474.399648
4573,467.912729
4574,461.285657
4575,455.044048
4576,449.77834
4577,446.160508
4578,444.464847
4579,444.702331
4580,447.180585
4581,451.512575
4582,457.538745
4583,465.046896
4584,473.568667
4585,482.636718
4586,492.004476
4587,500.993347
4588,509.110911
4589,515.964132
4590,520.800041
4591,523.130573
4592,522.680105
4593,518.932022
4594,512.046061
4595,502.446266
4596,490.662435
4597,477.739148
4598,464.830398
4599,452.798016
4600,442.622546
4601,434.913771
4602,429.965535
4603,427.886277
4604,428.728776
4605,432.067359
4606,437.709273
4607,445.267559
4608,454.171288
4609,464.00848
4610,474.24775
4611,484.069433
4612,492.907122
4613,499.847948
4614,503.972964
4615,504.617093
4616,501.464418
4617,494.470639
4618,484.565008
4619,473.029278
4620,461.20535
4621,450.689649
4622,442.556524
4623,437.395502
4624,435.654442
4625,437.246211
4626,441.809802
4627,449.052611
4628,458.358149
4629,469.080634
4630,480.730509
4631,492.575263
4632,503.955296
4633,514.315461
4634,522.914798
4635,528.930002
4636,531.930469
4637,531.061663
4638,526.112753
4639,517.197722
4640,504.794062
4641,489.976259
4642,474.18687
4643,458.720619
4644,444.904775
4645,433.666378
4646,425.526873
4647,420.727803
4648,419.234772
4649,420.843305
4650,425.136346
4651,431.83274
4652,440.338153
4653,450.290141
4654,461.142741
4655,472.408892
4656,483.485543
4657,493.892915
4658,502.878796
4659,509.908326
4660,514.326088
4661,515.705585
4662,513.736594
4663,508.62212
4664,500.660374
4665,490.709306
4666,479.737192
4667,468.759188
4668,458.724703
4669,450.484706
4670,444.465694
4671,441.043106
4672,440.243047
4673,442.018477
4674,446.06495
4675,452.180935
4676,459.839922
4677,468.721045
4678,478.300697
4679,488.0688
4680,497.435909
4681,505.819793
4682,512.288697
4683,516.225884
4684,516.618096
4685,512.969751
4686,505.086236
4687,493.415888
4688,479.092255
4689,463.6679
4690,448.856123
4691,436.133379
4692,426.545154
4693,420.666309
4694,418.723078
4695,420.439497
4696,425.606513
4697,433.596543
4698,443.932183
4699,455.941016
4700,469.105757
4701,482.622605
4702,495.998846
4703,508.36141
4704,518.963965
4705,526.938443
4706,531.42858
4707,531.682252
4708,527.495633
4709,518.892871
4710,506.781416
4711,492.450556
4712,477.40001
4713,463.087488
4714,450.835761
4715,441.295845
4716,434.960433
4717,431.907634
4718,431.947327
4719,434.690532
4720,439.888465
4721,446.82074
4722,455.192052
4723,464.381274
4724,473.901538
4725,483.193966
4726,491.720668
4727,498.724885
4728,503.615381
4729,505.632151
4730,504.257193
4731,499.267794
4732,490.98727
4733,480.143301
4734,467.968109
4735,455.964199
4736,445.231944
4737,436.956816
4738,431.696523
4739,429.670412
4740,430.875839
4741,435.133533
4742,441.851094
4743,450.712277
4744,461.113661
4745,472.41407
4746,484.102417
4747,495.626949
4748,506.197705
4749,515.454418
4750,522.695151
4751,527.305046
4752,529.038206
4753,527.526788
4754,522.683084
4755,514.999154
4756,504.882516
4757,493.130101
4758,480.780061
4759,468.633764
4760,457.412659
4761,447.932246
4762,440.421556
4763,435.117016
4764,432.231977
4765,431.570922
4766,432.953267
4767,436.38748
4768,441.352612
4769,447.685984
4770,455.092264
4771,463.090568
4772,471.293787
4773,479.354809
4774,486.56299
4775,492.506367
4776,496.663874
4777,498.485855
4778,497.729567
4779,494.493452
4780,488.847372
4781,481.506204
4782,473.355421
4783,465.070844
4784,457.705029
4785,451.9342
4786,448.16867
4787,446.749038
4788,447.810906
4789,451.066491
4790,456.384268
4791,463.467273
4792,471.675717
4793,480.711447
4794,490.022762
4795,498.895657
4796,506.848707
4797,513.250505
4798,517.165035
4799,518.265404
4800,515.912017
4801,509.891113
4802,500.675665
4803,488.991458
4804,475.858391
4805,462.815321
4806,451.032795
4807,441.324957
4808,434.575455
4809,430.875292
4810,430.145159
4811,432.331454
4812,436.896073
4813,443.302263
4814,451.247569
4815,459.928884
4816,468.858095
4817,477.520187
4818,485.236075
4819,491.388732
4820,495.702181
4821,497.590337
4822,497.021702
4823,494.219388
4824,489.507065
4825,483.508691
4826,477.197018
4827,471.030067
4828,465.805725
4829,461.96148
4830,459.633775
4831,458.893389
4832,459.76933
4833,461.859008
4834,464.984406
4835,468.872991
4836,473.078943
4837,477.283362
4838,481.348244
4839,484.703599
4840,487.351223
4841,489.064091
4842,489.612836
4843,489.042424
4844,487.489147
4845,484.778063
4846,481.402858
4847,477.429661
4848,473.125896
4849,468.825911
4850,464.839951
4851,461.222199
4852,458.320668
4853,456.244074
4854,454.881547
4855,454.477047
4856,454.838985
4857,455.911413
4858,457.642615
4859,459.954249
4860,462.552856
4861,465.601316
4862,468.760348
4863,472.047726
4864,475.365782
4865,478.672226
4866,481.754725
4867,484.754693
4868,487.414235
4869,489.664564
4870,491.512029
4871,492.730512
4872,493.19489
4873,492.956428
4874,491.747802
4875,489.65462
4876,486.669578
4877,482.884474
4878,478.391455
4879,473.592744
4880,468.574981
4881,463.789899
4882,459.511364
4883,456.063699
4884,453.553886
4885,452.363022
4886,452.295249
4887,453.510085
4888,455.826054
4889,459.020173
4890,462.855263
4891,467.046711
4892,471.154318
4893,474.871209
4894,477.866216
4895,479.787057
4896,480.515881
4897,480.009247
4898,478.374565
4899,475.886696
4900,473.021585
4901,470.08815
4902,467.649547
4903,465.983783
4904,465.349066
4905,465.829461
4906,467.448043
4907,469.984365
4908,473.272229
4909,476.96463
4910,480.751269
4911,484.225547
4912,487.158356
4913,489.117922
4914,490.047406
4915,489.753542
4916,488.314295
4917,485.904613
4918,482.784298
4919,479.310078
4920,475.882345
4921,472.799451
4922,470.3603
4923,468.664345
4924,467.803821
4925,467.639887
4926,468.012929
4927,468.687107
4928,469.354773
4929,469.693459
4930,469.523854
4931,468.525289
4932,466.764381
4933,464.203149
4934,461.12959
4935,457.826926
4936,454.811237
4937,452.439285
4938,451.164691
4939,451.273283
4940,452.909885
4941,456.103691
4942,460.731516
4943,466.527723
4944,473.117401
4945,480.104044
4946,486.90411
4947,492.995508
4948,497.81503
4949,500.874126
4950,501.714532
4951,500.274156
4952,496.545545
4953,490.903681
4954,484.087158
4955,476.681726
4956,469.624394
4957,463.592839
4958,459.066885
4959,456.402035
4960,455.768346
4961,456.987027
4962,459.946044
4963,464.332422
4964,469.687802
4965,475.643688
4966,481.734696
4967,487.363652
4968,492.060078
4969,495.294367
4970,496.426093
4971,495.178118
4972,491.295657
4973,484.848277
4974,476.426131
4975,466.799691
4976,456.912422
4977,447.914937
4978,440.632907
4979,435.651794
4980,433.400475
4981,433.95493
4982,437.064705
4983,442.619693
4984,450.075784
4985,458.965022
4986,468.80868
4987,479.017702
4988,488.886376
4989,497.982407
4990,505.519668
4991,510.95745
4992,513.797843
4993,513.720579
4994,510.501912
4995,504.617325
4996,496.452403
4997,486.820323
4998,476.868168
4999,467.328617
5000,458.988885
5001,452.606984
5002,448.235673
5003,446.102214
5004,446.156629
5005,448.063993
5006,451.514044
5007,456.292716
5008,461.741055
5009,467.617025
5010,473.471529
5011,478.842665
5012,483.363387
5013,486.884423
5014,488.926569
5015,489.589537
5016,488.913901
5017,486.860033
5018,483.912587
5019,480.317138
5020,476.359647
5021,472.371505
5022,468.747992
5023,465.354927
5024,462.613601
5025,460.431124
5026,458.803872
5027,457.808493
5028,457.539425
5029,457.764831
5030,458.821957
5031,460.584681
5032,463.04145
5033,466.344455
5034,470.372227
5035,474.962123
5036,480.132966
5037,485.530416
5038,490.845281
5039,495.759938
5040,499.858904
5041,502.427851
5042,503.288223
5043,501.75137
5044,497.612706
5045,490.964003
5046,482.10264
5047,471.564911
5048,460.658522
5049,450.121002
5050,441.085828
5051,434.426778
5052,430.57766
5053,429.735693
5054,432.085559
5055,437.216979
5056,444.797561
5057,454.506913
5058,465.570385
5059,477.440814
5060,489.511613
5061,500.73945
5062,510.285514
5063,517.187824
5064,520.15704
5065,518.590327
5066,512.228393
5067,501.418011
5068,487.559058
5069,472.576188
5070,458.086378
5071,445.95676
5072,437.17767
5073,432.214123
5074,431.209984
5075,433.980428
5076,439.801743
5077,448.346566
5078,458.770086
5079,470.409612
5080,482.590738
5081,494.630405
5082,505.65655
5083,514.987281
5084,521.715358
5085,524.824079
5086,523.688613
5087,517.898308
5088,507.474112
5089,493.583883
5090,477.629476
5091,461.342345
5092,446.553161
5093,434.547313
5094,425.948195
5095,421.351852
5096,420.467064
5097,423.042651
5098,428.645961
5099,436.68136
5100,446.418684
5101,457.454005
5102,468.938988
5103,480.240466
5104,490.827216
5105,499.80809
5106,506.600972
5107,510.71133
5108,511.641929
5109,509.340116
5110,504.274824
5111,496.850086
5112,488.153133
5113,479.116959
5114,470.632426
5115,463.378999
5116,457.980781
5117,454.458464
5118,452.947918
5119,453.339927
5120,455.237092
5121,458.445435
5122,462.579629
5123,467.210489
5124,472.060947
5125,476.7895
5126,481.058989
5127,484.670722
5128,487.474838
5129,489.249221
5130,490.038553
5131,489.832555
5132,488.6594
5133,486.64475
5134,483.991007
5135,480.66637
5136,476.967183
5137,472.927319
5138,468.65045
5139,464.302901
5140,460.027649
5141,455.952656
5142,452.322859
5143,449.376303
5144,447.290065
5145,446.336468
5146,446.704719
5147,448.431924
5148,451.675825
5149,456.307979
5150,462.215009
5151,469.190682
5152,476.90095
5153,484.8892
5154,492.750947
5155,499.794144
5156,505.41509
5157,508.913209
5158,509.689977
5159,507.263456
5160,501.605297
5161,493.064229
5162,482.361849
5163,470.791002
5164,459.503894
5165,449.740929
5166,442.427261
5167,438.072092
5168,436.956487
5169,438.965657
5170,443.857377
5171,451.139909
5172,460.302128
5173,470.671154
5174,481.648927
5175,492.393696
5176,502.196076
5177,510.011095
5178,514.946016
5179,516.013417
5180,512.578009
5181,504.581497
5182,492.697193
5183,478.368109
5184,463.346155
5185,449.655632
5186,438.501874
5187,431.033205
5188,427.502082
5189,427.886196
5190,431.806603
5191,438.79589
5192,448.027806
5193,458.955373
5194,470.703545
5195,482.543336
5196,493.688622
5197,503.275439
5198,510.48764
5199,514.55478
5200,514.945779
5201,511.431964
5202,504.349353
5203,494.600946
5204,483.254761
5205,471.845171
5206,461.458789
5207,453.105877
5208,447.279805
5209,444.274464
5210,443.837198
5211,445.871282
5212,449.798288
5213,455.172312
5214,461.431898
5215,468.074266
5216,474.413605
5217,480.091736
5218,484.52196
5219,487.321216
5220,488.366992
5221,487.527593
5222,484.994749
5223,481.269528
5224,476.81259
5225,472.205235
5226,468.16105
5227,464.975573
5228,462.982232
5229,462.384763
5230,463.041528
5231,464.757788
5232,467.461047
5233,470.559333
5234,473.858278
5235,476.983824
5236,479.539933
5237,481.24849
5238,482.094279
5239,481.764796
5240,480.561295
5241,478.587926
5242,476.174338
5243,473.599731
5244,471.431748
5245,469.710465
5246,468.850294
5247,468.938495
5248,469.832723
5249,471.523938
5250,473.821341
5251,476.23948
5252,478.605055
5253,480.505312
5254,481.483763
5255,481.336953
5256,479.960393
5257,477.080491
5258,473.173923
5259,468.406872
5260,463.304554
5261,458.488549
5262,454.572072
5263,451.771296
5264,450.734708
5265,451.363419
5266,453.688071
5267,457.609826
5268,462.737426
5269,468.641397
5270,474.909686
5271,480.999995
5272,486.15304
5273,490.118545
5274,492.15694
5275,492.067755
5276,489.837883
5277,485.724344
5278,480.071545
5279,474.026981
5280,468.050699
5281,463.098493
5282,459.818599
5283,458.42992
5284,459.071671
5285,461.755274
5286,466.036189
5287,471.504441
5288,477.787541
5289,484.076349
5290,489.813046
5291,494.51958
5292,497.313283
5293,497.934174
5294,496.069914
5295,491.663855
5296,485.117519
5297,477.294591
5298,468.787029
5299,460.877612
5300,454.276433
5301,449.618959
5302,447.257743
5303,447.405533
5304,449.662521
5305,453.868524
5306,459.552801
5307,465.942632
5308,472.580404
5309,478.693402
5310,483.459913
5311,486.39391
5312,486.964417
5313,484.840087
5314,480.412854
5315,474.196447
5316,467.011421
5317,460.072122
5318,454.322923
5319,450.39982
5320,448.991361
5321,450.156423
5322,453.701351
5323,459.526415
5324,467.029953
5325,475.562504
5326,484.732808
5327,493.551311
5328,501.380345
5329,507.48653
5330,511.012793
5331,511.32453
5332,508.234109
5333,501.63033
5334,492.133117
5335,480.906658
5336,469.075623
5337,458.02746
5338,448.941203
5339,442.47166
5340,439.039462
5341,438.809844
5342,441.436484
5343,446.593521
5344,453.842946
5345,462.461762
5346,471.90182
5347,481.470636
5348,490.386797
5349,497.81219
5350,503.153402
5351,505.353896
5352,504.14378
5353,499.316032
5354,491.164741
5355,480.653377
5356,469.16876
5357,457.867613
5358,448.186507
5359,440.989116
